input_n,input_c,input_h,input_w,output_c,kernel_h,kernel_w,padding_height,padding_width,stride_height,stride_width,dilation_h,dilation_w
32,3,384,384,256,5,5,2,2,1,1,1,1
4,3,299,299,512,3,3,1,1,1,2,1,1
64,3,512,512,16,1,1,0,0,1,2,1,1
4,3,512,512,256,3,3,1,1,2,1,1,1
64,3,299,299,512,3,3,1,1,2,1,1,1
32,3,32,32,512,1,1,0,0,2,1,1,1
8,3,96,96,64,1,1,0,0,2,1,1,1
32,3,224,224,32,3,3,1,1,1,1,1,1
4,3,299,299,256,1,1,0,0,1,2,1,1
8,3,32,32,128,1,1,0,0,1,1,1,1
32,3,128,128,128,5,5,2,2,2,2,1,1
64,3,512,512,1024,7,7,3,3,2,1,1,1
8,3,384,384,32,3,3,1,1,2,2,1,1
4,3,160,160,1024,5,5,2,2,1,2,1,1
64,3,224,224,256,3,3,1,1,1,2,1,1
32,3,384,384,32,3,3,1,1,1,1,1,1
4,3,384,384,512,3,3,1,1,2,2,1,1
32,3,256,256,32,7,7,3,3,1,1,1,1
16,3,512,512,256,5,5,2,2,1,1,1,1
32,3,512,512,512,3,3,1,1,2,1,1,1
8,3,299,299,128,7,7,3,3,1,2,1,1
8,3,64,64,64,3,3,1,1,2,2,1,1
8,3,384,384,64,1,1,0,0,2,2,1,1
8,3,384,384,512,5,5,2,2,1,2,1,1
8,3,224,224,1024,1,1,0,0,1,1,1,1
64,3,384,384,128,7,7,3,3,2,1,1,1
32,3,160,160,256,3,3,1,1,2,1,1,1
16,3,256,256,128,1,1,0,0,2,2,1,1
4,3,96,96,1024,5,5,2,2,2,1,1,1
8,3,512,512,128,5,5,2,2,2,1,1,1
32,3,160,160,512,1,1,0,0,2,1,1,1
64,3,448,448,512,7,7,3,3,2,1,1,1
16,3,96,96,64,3,3,1,1,1,1,1,1
32,3,96,96,256,5,5,2,2,2,1,1,1
64,3,448,448,32,1,1,0,0,1,2,1,1
8,3,128,128,32,5,5,2,2,2,2,1,1
16,3,299,299,128,5,5,2,2,1,2,1,1
16,3,256,256,128,1,1,0,0,1,2,1,1
8,3,96,96,512,5,5,2,2,1,1,1,1
64,3,160,160,32,5,5,2,2,1,2,1,1
8,3,128,128,64,3,3,1,1,1,2,1,1
8,3,96,96,128,3,3,1,1,1,2,1,1
32,3,448,448,64,3,3,1,1,1,1,1,1
64,3,384,384,32,1,1,0,0,2,1,1,1
32,3,224,224,32,3,3,1,1,2,1,1,1
8,3,96,96,256,7,7,3,3,2,1,1,1
4,3,192,192,16,3,3,1,1,1,1,1,1
4,3,64,64,256,5,5,2,2,1,1,1,1
4,3,192,192,512,5,5,2,2,1,1,1,1
4,3,192,192,32,1,1,0,0,1,2,1,1
32,3,192,192,1024,1,1,0,0,1,2,1,1
4,3,384,384,16,3,3,1,1,2,2,1,1
32,3,448,448,64,1,1,0,0,2,1,1,1
8,3,384,384,128,1,1,0,0,1,2,1,1
4,3,299,299,256,3,3,1,1,1,1,1,1
32,3,64,64,128,3,3,1,1,2,1,1,1
64,3,96,96,128,5,5,2,2,1,1,1,1
32,3,96,96,1024,7,7,3,3,1,2,1,1
4,3,64,64,16,5,5,2,2,1,2,1,1
32,3,160,160,512,5,5,2,2,1,2,1,1
64,3,64,64,128,1,1,0,0,1,2,1,1
16,3,160,160,32,7,7,3,3,1,2,1,1
32,3,32,32,16,3,3,1,1,2,2,1,1
16,3,96,96,32,7,7,3,3,1,2,1,1
4,3,32,32,1024,3,3,1,1,2,2,1,1
4,3,128,128,16,5,5,2,2,2,1,1,1
8,3,512,512,32,3,3,1,1,1,2,1,1
64,3,299,299,128,7,7,3,3,2,2,1,1
32,3,96,96,16,7,7,3,3,1,2,1,1
64,3,256,256,32,1,1,0,0,2,2,1,1
64,3,384,384,128,7,7,3,3,2,1,1,1
32,3,224,224,64,1,1,0,0,2,1,1,1
8,3,128,128,64,5,5,2,2,2,2,1,1
64,3,32,32,16,3,3,1,1,2,1,1,1
16,3,256,256,64,5,5,2,2,1,2,1,1
16,3,384,384,64,5,5,2,2,2,1,1,1
32,3,384,384,64,3,3,1,1,1,1,1,1
16,3,512,512,256,3,3,1,1,2,1,1,1
64,3,64,64,1024,7,7,3,3,1,1,1,1
16,3,192,192,128,7,7,3,3,1,2,1,1
16,3,128,128,1024,3,3,1,1,1,2,1,1
16,3,64,64,64,5,5,2,2,1,1,1,1
8,3,128,128,64,1,1,0,0,2,1,1,1
32,3,128,128,64,5,5,2,2,1,1,1,1
64,3,256,256,256,5,5,2,2,1,2,1,1
32,3,64,64,32,5,5,2,2,1,2,1,1
16,3,192,192,512,7,7,3,3,2,2,1,1
32,3,192,192,128,3,3,1,1,1,1,1,1
64,3,448,448,512,1,1,0,0,2,1,1,1
64,3,256,256,16,7,7,3,3,1,1,1,1
16,3,256,256,256,7,7,3,3,2,2,1,1
4,3,256,256,256,3,3,1,1,1,1,1,1
8,3,448,448,32,3,3,1,1,1,2,1,1
32,3,256,256,512,3,3,1,1,1,2,1,1
8,3,96,96,512,7,7,3,3,1,2,1,1
16,3,192,192,512,1,1,0,0,1,2,1,1
4,3,128,128,256,5,5,2,2,2,1,1,1
4,3,192,192,256,3,3,1,1,1,2,1,1
8,3,160,160,512,3,3,1,1,2,1,1,1
4,3,64,64,256,3,3,1,1,1,2,1,1
32,3,512,512,512,5,5,2,2,1,2,1,1
32,3,128,128,32,7,7,3,3,2,2,1,1
4,3,299,299,16,3,3,1,1,2,1,1,1
32,3,512,512,256,3,3,1,1,2,1,1,1
32,3,192,192,64,3,3,1,1,1,1,1,1
32,3,128,128,256,5,5,2,2,1,2,1,1
16,3,512,512,16,7,7,3,3,1,1,1,1
8,3,128,128,512,5,5,2,2,1,2,1,1
4,3,192,192,256,3,3,1,1,1,1,1,1
4,3,192,192,64,5,5,2,2,1,1,1,1
16,3,128,128,32,1,1,0,0,1,2,1,1
4,3,64,64,1024,1,1,0,0,2,1,1,1
32,3,512,512,1024,7,7,3,3,1,1,1,1
4,3,128,128,64,7,7,3,3,1,1,1,1
16,3,64,64,128,3,3,1,1,2,2,1,1
4,3,384,384,256,7,7,3,3,2,1,1,1
64,3,160,160,16,5,5,2,2,1,2,1,1
4,3,160,160,512,5,5,2,2,2,2,1,1
64,3,512,512,256,3,3,1,1,1,1,1,1
8,3,299,299,16,7,7,3,3,2,2,1,1
16,3,384,384,512,7,7,3,3,1,2,1,1
4,3,448,448,512,3,3,1,1,1,1,1,1
32,3,299,299,512,1,1,0,0,1,1,1,1
4,3,512,512,16,7,7,3,3,2,1,1,1
16,3,448,448,128,1,1,0,0,2,2,1,1
32,3,192,192,512,7,7,3,3,2,1,1,1
16,3,64,64,128,1,1,0,0,2,1,1,1
32,3,64,64,128,1,1,0,0,2,1,1,1
8,3,64,64,128,5,5,2,2,1,1,1,1
32,3,512,512,32,3,3,1,1,1,2,1,1
64,3,256,256,64,1,1,0,0,2,2,1,1
32,3,96,96,128,1,1,0,0,1,2,1,1
8,3,384,384,256,5,5,2,2,2,2,1,1
64,3,192,192,256,3,3,1,1,2,1,1,1
16,3,224,224,256,5,5,2,2,1,1,1,1
64,3,512,512,64,5,5,2,2,1,1,1,1
32,3,192,192,128,3,3,1,1,2,1,1,1
64,3,64,64,32,1,1,0,0,1,1,1,1
64,3,224,224,64,3,3,1,1,2,2,1,1
8,3,384,384,128,7,7,3,3,2,2,1,1
4,3,256,256,64,7,7,3,3,1,2,1,1
32,3,224,224,64,3,3,1,1,2,2,1,1
8,3,384,384,16,7,7,3,3,1,2,1,1
64,3,256,256,256,5,5,2,2,1,1,1,1
32,3,32,32,512,5,5,2,2,2,1,1,1
64,3,32,32,16,5,5,2,2,2,1,1,1
16,3,96,96,1024,5,5,2,2,2,2,1,1
64,3,32,32,32,1,1,0,0,1,1,1,1
4,3,512,512,128,1,1,0,0,1,1,1,1
32,3,256,256,1024,1,1,0,0,1,2,1,1
4,3,64,64,1024,3,3,1,1,1,2,1,1
32,3,128,128,64,1,1,0,0,1,1,1,1
64,3,299,299,32,1,1,0,0,1,2,1,1
64,3,384,384,1024,3,3,1,1,1,2,1,1
64,3,512,512,256,7,7,3,3,1,2,1,1
32,3,512,512,128,5,5,2,2,1,1,1,1
4,3,32,32,16,3,3,1,1,2,1,1,1
4,3,512,512,16,3,3,1,1,2,2,1,1
8,3,128,128,128,5,5,2,2,2,1,1,1
16,3,160,160,16,3,3,1,1,2,2,1,1
32,3,160,160,1024,7,7,3,3,2,1,1,1
16,3,160,160,16,5,5,2,2,1,2,1,1
4,3,448,448,256,5,5,2,2,1,2,1,1
4,3,128,128,64,1,1,0,0,1,2,1,1
64,3,256,256,512,1,1,0,0,1,1,1,1
32,3,32,32,32,7,7,3,3,2,1,1,1
16,3,96,96,16,3,3,1,1,2,2,1,1
32,3,256,256,64,1,1,0,0,1,1,1,1
16,3,160,160,1024,5,5,2,2,1,2,1,1
8,3,448,448,32,1,1,0,0,2,1,1,1
16,3,448,448,32,1,1,0,0,2,1,1,1
8,3,192,192,128,7,7,3,3,2,2,1,1
4,3,299,299,128,3,3,1,1,1,1,1,1
32,3,384,384,256,1,1,0,0,1,1,1,1
64,3,160,160,128,7,7,3,3,2,1,1,1
16,3,128,128,1024,1,1,0,0,2,2,1,1
4,3,256,256,128,5,5,2,2,2,2,1,1
16,3,256,256,128,7,7,3,3,1,2,1,1
64,3,299,299,512,3,3,1,1,1,1,1,1
16,3,256,256,32,5,5,2,2,2,2,1,1
4,3,160,160,128,1,1,0,0,1,2,1,1
8,3,96,96,1024,5,5,2,2,2,1,1,1
64,3,384,384,512,5,5,2,2,2,1,1,1
32,3,256,256,16,7,7,3,3,1,1,1,1
8,3,64,64,128,1,1,0,0,1,2,1,1
64,3,160,160,128,5,5,2,2,2,1,1,1
32,3,128,128,64,5,5,2,2,2,1,1,1
4,3,32,32,512,7,7,3,3,1,2,1,1
16,3,224,224,16,7,7,3,3,2,1,1,1
4,3,96,96,128,7,7,3,3,1,2,1,1
16,3,64,64,32,5,5,2,2,2,2,1,1
64,3,32,32,1024,1,1,0,0,1,2,1,1
16,3,96,96,64,1,1,0,0,1,1,1,1
16,3,32,32,32,3,3,1,1,1,2,1,1
64,3,299,299,32,5,5,2,2,2,1,1,1
32,3,160,160,512,3,3,1,1,1,2,1,1
4,3,128,128,32,3,3,1,1,2,2,1,1
4,3,64,64,1024,7,7,3,3,1,2,1,1
64,3,192,192,64,7,7,3,3,1,1,1,1
4,3,256,256,64,3,3,1,1,1,1,1,1
16,3,160,160,128,1,1,0,0,2,1,1,1
8,3,448,448,32,1,1,0,0,2,2,1,1
32,3,256,256,128,5,5,2,2,1,2,1,1
32,3,64,64,16,1,1,0,0,1,2,1,1
32,3,224,224,512,5,5,2,2,1,2,1,1
16,3,256,256,256,3,3,1,1,1,2,1,1
64,3,32,32,128,5,5,2,2,1,2,1,1
64,3,32,32,64,5,5,2,2,2,1,1,1
8,3,96,96,1024,3,3,1,1,2,2,1,1
4,3,160,160,16,3,3,1,1,2,2,1,1
8,3,96,96,1024,5,5,2,2,1,2,1,1
32,3,256,256,16,1,1,0,0,1,2,1,1
32,3,224,224,32,1,1,0,0,1,1,1,1
64,3,96,96,128,3,3,1,1,2,1,1,1
16,3,128,128,32,5,5,2,2,2,2,1,1
64,3,160,160,128,3,3,1,1,2,1,1,1
4,3,160,160,1024,7,7,3,3,2,2,1,1
32,3,256,256,512,1,1,0,0,2,1,1,1
32,3,256,256,512,3,3,1,1,1,2,1,1
32,3,448,448,1024,3,3,1,1,1,2,1,1
16,3,160,160,128,5,5,2,2,2,2,1,1
8,3,224,224,512,1,1,0,0,2,2,1,1
32,3,299,299,16,7,7,3,3,1,1,1,1
16,3,299,299,128,3,3,1,1,1,1,1,1
16,3,384,384,512,5,5,2,2,2,2,1,1
8,3,96,96,32,7,7,3,3,1,1,1,1
64,3,192,192,16,7,7,3,3,2,2,1,1
64,3,160,160,1024,7,7,3,3,1,2,1,1
64,3,448,448,512,1,1,0,0,2,2,1,1
4,3,96,96,256,3,3,1,1,2,1,1,1
64,3,384,384,1024,3,3,1,1,1,2,1,1
64,3,128,128,1024,1,1,0,0,2,1,1,1
16,3,128,128,256,5,5,2,2,1,2,1,1
8,3,192,192,512,7,7,3,3,2,2,1,1
16,3,224,224,128,3,3,1,1,2,2,1,1
8,3,256,256,32,3,3,1,1,2,1,1,1
64,3,32,32,32,1,1,0,0,2,1,1,1
16,3,96,96,64,1,1,0,0,1,2,1,1
32,3,256,256,128,5,5,2,2,1,1,1,1
8,3,160,160,128,1,1,0,0,2,2,1,1
4,3,160,160,32,3,3,1,1,2,1,1,1
16,3,512,512,16,3,3,1,1,2,1,1,1
64,3,299,299,256,5,5,2,2,2,2,1,1
16,3,512,512,64,3,3,1,1,2,1,1,1
64,3,32,32,1024,3,3,1,1,1,2,1,1
64,3,224,224,1024,3,3,1,1,1,1,1,1
4,3,299,299,64,3,3,1,1,2,2,1,1
8,3,64,64,16,7,7,3,3,1,1,1,1
64,3,384,384,1024,1,1,0,0,2,1,1,1
8,3,299,299,128,3,3,1,1,1,1,1,1
4,3,448,448,512,5,5,2,2,2,2,1,1
4,3,384,384,256,7,7,3,3,1,1,1,1
64,3,96,96,512,5,5,2,2,1,2,1,1
4,3,256,256,32,3,3,1,1,2,2,1,1
8,3,96,96,1024,5,5,2,2,1,1,1,1
8,3,448,448,512,7,7,3,3,2,1,1,1
16,3,384,384,64,1,1,0,0,1,2,1,1
64,3,512,512,128,3,3,1,1,2,2,1,1
64,3,512,512,512,5,5,2,2,1,1,1,1
64,3,64,64,64,5,5,2,2,2,1,1,1
32,3,224,224,128,5,5,2,2,2,2,1,1
16,3,32,32,32,7,7,3,3,2,2,1,1
16,3,160,160,1024,1,1,0,0,1,1,1,1
16,3,192,192,128,7,7,3,3,1,2,1,1
16,3,160,160,16,1,1,0,0,1,1,1,1
8,3,192,192,512,1,1,0,0,1,1,1,1
32,3,224,224,256,7,7,3,3,1,1,1,1
64,3,32,32,16,3,3,1,1,1,1,1,1
32,3,64,64,256,1,1,0,0,2,2,1,1
16,3,64,64,512,1,1,0,0,1,1,1,1
8,3,128,128,256,1,1,0,0,1,1,1,1
64,3,64,64,128,5,5,2,2,2,1,1,1
32,3,384,384,16,5,5,2,2,1,1,1,1
4,3,448,448,64,3,3,1,1,2,1,1,1
16,3,128,128,16,7,7,3,3,1,1,1,1
16,3,224,224,128,3,3,1,1,2,2,1,1
16,3,32,32,16,3,3,1,1,1,1,1,1
4,3,384,384,32,1,1,0,0,1,1,1,1
64,3,512,512,128,5,5,2,2,1,2,1,1
4,3,192,192,512,3,3,1,1,2,1,1,1
64,3,448,448,128,3,3,1,1,2,1,1,1
8,3,128,128,128,3,3,1,1,2,1,1,1
16,3,384,384,512,3,3,1,1,2,2,1,1
8,3,96,96,64,3,3,1,1,2,1,1,1
4,3,299,299,32,5,5,2,2,1,1,1,1
32,3,128,128,64,7,7,3,3,1,2,1,1
32,3,192,192,16,7,7,3,3,1,1,1,1
32,3,448,448,32,1,1,0,0,1,2,1,1
32,3,224,224,32,3,3,1,1,1,1,1,1
8,3,448,448,512,5,5,2,2,2,2,1,1
16,3,299,299,32,7,7,3,3,2,2,1,1
16,3,128,128,16,7,7,3,3,2,1,1,1
64,3,299,299,16,3,3,1,1,2,1,1,1
64,3,192,192,512,1,1,0,0,2,1,1,1
32,3,384,384,1024,3,3,1,1,2,1,1,1
16,3,64,64,16,7,7,3,3,1,2,1,1
8,3,96,96,512,1,1,0,0,2,2,1,1
64,3,64,64,512,3,3,1,1,1,1,1,1
8,3,384,384,32,5,5,2,2,1,1,1,1
4,3,448,448,16,7,7,3,3,1,1,1,1
32,3,448,448,64,1,1,0,0,1,2,1,1
16,3,32,32,32,5,5,2,2,2,2,1,1
4,3,256,256,1024,1,1,0,0,2,2,1,1
16,3,448,448,128,7,7,3,3,2,2,1,1
16,3,224,224,64,1,1,0,0,2,1,1,1
32,3,384,384,128,7,7,3,3,1,1,1,1
16,3,32,32,1024,5,5,2,2,1,2,1,1
64,3,512,512,1024,7,7,3,3,1,1,1,1
32,3,299,299,512,5,5,2,2,1,2,1,1
4,3,224,224,16,7,7,3,3,1,1,1,1
4,3,384,384,1024,1,1,0,0,1,1,1,1
32,3,256,256,64,7,7,3,3,1,2,1,1
4,3,192,192,1024,7,7,3,3,1,1,1,1
8,3,299,299,512,3,3,1,1,1,1,1,1
16,3,384,384,16,5,5,2,2,2,2,1,1
4,3,160,160,1024,5,5,2,2,1,2,1,1
4,3,160,160,32,1,1,0,0,2,2,1,1
4,3,512,512,1024,7,7,3,3,2,1,1,1
64,3,64,64,256,7,7,3,3,1,2,1,1
8,3,160,160,1024,3,3,1,1,2,2,1,1
32,3,299,299,1024,5,5,2,2,1,1,1,1
4,3,256,256,64,7,7,3,3,1,2,1,1
16,3,384,384,32,7,7,3,3,2,1,1,1
32,3,96,96,16,3,3,1,1,2,2,1,1
8,3,160,160,128,1,1,0,0,1,1,1,1
32,3,32,32,32,7,7,3,3,2,2,1,1
16,3,128,128,16,1,1,0,0,2,2,1,1
32,3,512,512,64,5,5,2,2,2,1,1,1
32,3,192,192,64,1,1,0,0,2,2,1,1
16,3,192,192,1024,1,1,0,0,2,1,1,1
4,3,32,32,128,7,7,3,3,1,1,1,1
32,3,160,160,512,5,5,2,2,2,1,1,1
64,3,96,96,256,7,7,3,3,1,1,1,1
4,3,448,448,32,3,3,1,1,2,2,1,1
64,3,96,96,128,7,7,3,3,2,2,1,1
8,3,96,96,64,3,3,1,1,1,2,1,1
4,3,32,32,1024,5,5,2,2,2,1,1,1
4,3,64,64,512,7,7,3,3,1,2,1,1
8,3,512,512,128,7,7,3,3,2,1,1,1
64,3,448,448,1024,3,3,1,1,1,1,1,1
64,3,64,64,16,3,3,1,1,1,1,1,1
4,3,96,96,64,1,1,0,0,1,2,1,1
16,3,96,96,512,7,7,3,3,2,1,1,1
8,3,299,299,16,7,7,3,3,2,2,1,1
4,3,224,224,32,3,3,1,1,2,1,1,1
32,3,224,224,512,3,3,1,1,1,1,1,1
32,3,32,32,64,3,3,1,1,2,2,1,1
16,3,256,256,1024,3,3,1,1,1,1,1,1
32,3,299,299,32,1,1,0,0,1,2,1,1
8,3,64,64,128,5,5,2,2,1,1,1,1
16,3,224,224,64,3,3,1,1,1,1,1,1
32,3,512,512,32,5,5,2,2,1,2,1,1
32,3,192,192,1024,7,7,3,3,2,1,1,1
64,3,64,64,64,7,7,3,3,1,2,1,1
32,3,32,32,16,7,7,3,3,1,2,1,1
8,3,299,299,16,5,5,2,2,1,2,1,1
4,3,96,96,256,5,5,2,2,1,1,1,1
8,3,384,384,64,5,5,2,2,2,2,1,1
4,3,32,32,16,5,5,2,2,2,2,1,1
4,3,128,128,32,3,3,1,1,1,1,1,1
8,3,448,448,256,7,7,3,3,1,1,1,1
32,3,384,384,1024,3,3,1,1,1,1,1,1
64,3,448,448,256,5,5,2,2,2,1,1,1
8,3,299,299,128,1,1,0,0,1,2,1,1
8,3,64,64,1024,7,7,3,3,1,1,1,1
32,3,64,64,128,5,5,2,2,1,2,1,1
16,3,128,128,512,3,3,1,1,2,1,1,1
32,3,160,160,256,5,5,2,2,2,2,1,1
64,3,448,448,32,5,5,2,2,2,1,1,1
64,3,192,192,128,5,5,2,2,2,1,1,1
64,3,64,64,512,7,7,3,3,1,2,1,1
4,3,32,32,256,5,5,2,2,1,2,1,1
32,3,32,32,1024,1,1,0,0,1,2,1,1
8,3,299,299,512,3,3,1,1,1,2,1,1
64,3,512,512,128,3,3,1,1,2,2,1,1
16,3,256,256,1024,7,7,3,3,1,2,1,1
32,3,64,64,64,5,5,2,2,2,1,1,1
4,3,224,224,256,7,7,3,3,2,2,1,1
16,3,448,448,32,7,7,3,3,2,2,1,1
64,3,64,64,16,1,1,0,0,2,1,1,1
8,3,32,32,256,3,3,1,1,2,2,1,1
16,3,96,96,64,3,3,1,1,2,1,1,1
32,3,256,256,512,5,5,2,2,1,1,1,1
64,3,448,448,512,1,1,0,0,1,1,1,1
32,3,224,224,512,7,7,3,3,2,1,1,1
16,3,128,128,256,5,5,2,2,1,2,1,1
8,3,160,160,32,3,3,1,1,1,1,1,1
16,3,64,64,32,5,5,2,2,1,2,1,1
64,3,160,160,256,5,5,2,2,1,2,1,1
64,3,224,224,1024,5,5,2,2,2,2,1,1
32,3,512,512,1024,5,5,2,2,1,2,1,1
32,3,384,384,16,5,5,2,2,2,2,1,1
8,3,512,512,1024,1,1,0,0,1,2,1,1
32,3,512,512,128,7,7,3,3,2,2,1,1
32,3,512,512,32,3,3,1,1,2,1,1,1
4,3,32,32,128,1,1,0,0,1,1,1,1
32,3,256,256,32,1,1,0,0,1,1,1,1
64,3,32,32,16,5,5,2,2,1,1,1,1
32,3,224,224,64,1,1,0,0,2,1,1,1
64,3,128,128,1024,1,1,0,0,1,2,1,1
4,3,384,384,128,3,3,1,1,1,1,1,1
32,3,448,448,1024,3,3,1,1,1,1,1,1
4,3,128,128,16,3,3,1,1,2,2,1,1
64,3,32,32,128,3,3,1,1,1,2,1,1
4,3,384,384,64,1,1,0,0,2,1,1,1
4,3,224,224,128,5,5,2,2,2,1,1,1
16,3,256,256,512,3,3,1,1,1,1,1,1
16,3,64,64,512,7,7,3,3,1,2,1,1
4,3,384,384,256,3,3,1,1,1,1,1,1
16,3,256,256,32,5,5,2,2,2,1,1,1
4,3,224,224,16,5,5,2,2,1,2,1,1
32,3,160,160,16,5,5,2,2,1,2,1,1
32,3,32,32,256,3,3,1,1,1,1,1,1
8,3,64,64,32,1,1,0,0,1,2,1,1
8,3,96,96,16,5,5,2,2,1,1,1,1
64,3,64,64,512,7,7,3,3,1,1,1,1
8,3,64,64,512,3,3,1,1,2,1,1,1
16,3,384,384,64,3,3,1,1,2,1,1,1
16,3,32,32,1024,3,3,1,1,1,2,1,1
4,3,32,32,256,1,1,0,0,1,2,1,1
32,3,512,512,1024,5,5,2,2,2,1,1,1
4,3,96,96,512,1,1,0,0,2,1,1,1
4,3,256,256,64,7,7,3,3,2,1,1,1
32,3,384,384,64,5,5,2,2,1,2,1,1
32,3,448,448,64,1,1,0,0,2,1,1,1
4,3,299,299,1024,5,5,2,2,2,2,1,1
8,3,224,224,64,3,3,1,1,1,1,1,1
32,3,192,192,128,7,7,3,3,1,2,1,1
16,3,512,512,512,3,3,1,1,1,1,1,1
8,3,224,224,128,3,3,1,1,1,1,1,1
16,3,299,299,256,7,7,3,3,2,2,1,1
16,3,160,160,1024,5,5,2,2,2,2,1,1
4,3,384,384,128,3,3,1,1,1,1,1,1
64,3,512,512,512,7,7,3,3,2,2,1,1
8,3,160,160,32,3,3,1,1,1,2,1,1
4,3,160,160,128,7,7,3,3,2,2,1,1
32,3,299,299,512,5,5,2,2,1,1,1,1
64,3,224,224,1024,5,5,2,2,1,2,1,1
4,3,192,192,16,7,7,3,3,1,2,1,1
64,3,64,64,256,3,3,1,1,1,1,1,1
64,3,128,128,32,5,5,2,2,2,2,1,1
16,3,160,160,64,5,5,2,2,2,1,1,1
32,3,160,160,1024,5,5,2,2,2,1,1,1
32,3,256,256,256,1,1,0,0,1,2,1,1
8,3,96,96,1024,7,7,3,3,2,1,1,1
4,3,192,192,16,5,5,2,2,2,2,1,1
32,3,512,512,1024,5,5,2,2,2,2,1,1
16,3,448,448,1024,3,3,1,1,1,1,1,1
4,3,299,299,128,1,1,0,0,2,1,1,1
4,3,384,384,32,5,5,2,2,1,2,1,1
4,3,512,512,512,1,1,0,0,2,2,1,1
16,3,256,256,32,3,3,1,1,2,1,1,1
64,3,32,32,64,1,1,0,0,2,1,1,1
64,3,299,299,64,7,7,3,3,1,1,1,1
16,3,299,299,16,5,5,2,2,2,1,1,1
64,3,128,128,64,1,1,0,0,1,2,1,1
64,3,256,256,16,7,7,3,3,1,2,1,1
64,3,299,299,512,1,1,0,0,1,1,1,1
64,3,32,32,1024,5,5,2,2,2,2,1,1
32,3,96,96,256,3,3,1,1,2,1,1,1
4,3,160,160,16,7,7,3,3,1,1,1,1
32,3,299,299,16,5,5,2,2,1,1,1,1
4,3,32,32,1024,3,3,1,1,2,2,1,1
8,3,224,224,256,3,3,1,1,2,2,1,1
32,3,512,512,32,3,3,1,1,2,1,1,1
64,3,512,512,1024,1,1,0,0,1,2,1,1
32,3,64,64,32,7,7,3,3,1,1,1,1
32,3,64,64,16,1,1,0,0,1,2,1,1
8,3,299,299,64,7,7,3,3,1,2,1,1
8,3,128,128,16,7,7,3,3,2,1,1,1
32,3,256,256,32,3,3,1,1,2,1,1,1
64,3,32,32,512,1,1,0,0,1,2,1,1
16,3,96,96,512,3,3,1,1,2,2,1,1
16,3,128,128,512,1,1,0,0,1,1,1,1
4,3,256,256,256,3,3,1,1,2,2,1,1
32,3,192,192,1024,5,5,2,2,1,2,1,1
16,3,384,384,256,7,7,3,3,2,2,1,1
16,3,96,96,64,7,7,3,3,1,2,1,1
64,3,224,224,512,5,5,2,2,2,2,1,1
4,3,224,224,1024,7,7,3,3,1,2,1,1
8,3,64,64,64,5,5,2,2,2,2,1,1
16,3,256,256,32,5,5,2,2,2,2,1,1
32,3,192,192,64,1,1,0,0,1,1,1,1
8,3,448,448,32,1,1,0,0,1,1,1,1
16,3,160,160,128,3,3,1,1,2,1,1,1
16,3,512,512,32,3,3,1,1,2,2,1,1
8,3,256,256,32,7,7,3,3,2,1,1,1
32,3,256,256,512,1,1,0,0,1,1,1,1
32,3,64,64,64,7,7,3,3,2,2,1,1
64,3,256,256,16,7,7,3,3,2,1,1,1
8,3,256,256,1024,7,7,3,3,2,1,1,1
8,3,384,384,32,3,3,1,1,2,2,1,1
64,3,448,448,16,5,5,2,2,1,1,1,1
32,3,256,256,256,1,1,0,0,1,1,1,1
32,3,64,64,256,5,5,2,2,1,2,1,1
64,3,96,96,32,3,3,1,1,2,1,1,1
16,3,384,384,1024,1,1,0,0,2,2,1,1
32,3,224,224,512,7,7,3,3,2,2,1,1
8,3,128,128,1024,1,1,0,0,2,1,1,1
32,3,128,128,64,3,3,1,1,2,1,1,1
8,3,224,224,16,3,3,1,1,1,2,1,1
64,3,96,96,32,5,5,2,2,2,1,1,1
64,3,299,299,32,5,5,2,2,2,1,1,1
16,3,96,96,32,1,1,0,0,1,1,1,1
32,3,448,448,512,3,3,1,1,1,2,1,1
64,3,96,96,16,7,7,3,3,2,1,1,1
32,3,96,96,1024,5,5,2,2,1,1,1,1
8,3,32,32,512,7,7,3,3,2,2,1,1
4,3,299,299,16,5,5,2,2,2,1,1,1
32,3,64,64,64,5,5,2,2,1,1,1,1
16,3,512,512,1024,5,5,2,2,1,1,1,1
32,3,160,160,128,1,1,0,0,1,1,1,1
16,3,32,32,1024,3,3,1,1,2,2,1,1
16,3,128,128,1024,5,5,2,2,1,1,1,1
64,3,64,64,32,7,7,3,3,2,2,1,1
64,3,299,299,1024,1,1,0,0,2,1,1,1
4,3,224,224,128,7,7,3,3,2,2,1,1
16,3,64,64,1024,5,5,2,2,1,2,1,1
32,3,32,32,128,5,5,2,2,1,2,1,1
8,3,160,160,64,1,1,0,0,2,1,1,1
8,3,160,160,128,3,3,1,1,2,1,1,1
32,3,256,256,128,5,5,2,2,2,2,1,1
8,3,384,384,16,3,3,1,1,2,1,1,1
32,3,192,192,16,1,1,0,0,2,1,1,1
16,3,192,192,1024,3,3,1,1,1,2,1,1
64,3,128,128,16,7,7,3,3,1,2,1,1
32,3,160,160,32,1,1,0,0,1,2,1,1
16,3,192,192,16,1,1,0,0,1,1,1,1
16,3,384,384,512,1,1,0,0,2,1,1,1
4,3,160,160,1024,3,3,1,1,2,1,1,1
16,3,384,384,32,7,7,3,3,2,1,1,1
64,3,128,128,1024,5,5,2,2,1,1,1,1
